seed,type,N,T,ρ_estimate,ρ_start,ρ_lower,ρ_upper,σₐ²_estimate,σₐ²_start,σₐ²_lower,σₐ²_upper,σᵤ²_estimate,σᵤ²_start,σᵤ²_lower,σᵤ²_upper,iterations,LL,V_norm_finalstep,V_norm_true,V,b₀₁,b₀₂,b₀₃,b₀₄,β₁,β₂,runtime,notes,
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:45:41,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,1.0,0.0,Inf,9.6914086,10.0,0.0,Inf,4,-333.748,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:46:56,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:46:56,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,0.1,0.0,Inf,9.9724644,10.0,0.0,Inf,4,-335.9122,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:48:05,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:48:05,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,6.0,0.0,Inf,22.0746699,25.0,0.0,Inf,4,-407.325,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:49:20,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:49:20,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,3.0,0.0,Inf,23.7282716,25.0,0.0,Inf,5,-414.6187,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:50:45,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:50:46,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,1.0,0.0,Inf,24.6175944,25.0,0.0,Inf,4,-418.371,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:52:12,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:52:12,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,10.0,0.0,Inf,45.1491811,50.0,0.0,Inf,4,-483.1082,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:53:30,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:53:30,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,6.0,0.0,Inf,47.3197379,50.0,0.0,Inf,4,-488.3004,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:54:42,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:54:42,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,1.0,0.0,Inf,49.5994139,50.0,0.0,Inf,4,-493.5237,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:55:52,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:55:52,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,6.0,0.0,Inf,97.4969446,100.0,0.0,Inf,4,-570.3116,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:57:02,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:57:02,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,3.0,0.0,Inf,98.7628564,100.0,0.0,Inf,4,-571.8024,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:58:05,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:58:05,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,1.0,0.0,Inf,99.5917694,100.0,0.0,Inf,4,-572.7686,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 12:59:15,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 12:59:15,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,0.1,0.0,Inf,430.0597609,0.01,0.0,Inf,4,-744.9501,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 13:00:22,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 13:00:22,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,25.0,0.0,Inf,996.8162762,1000.0,0.0,Inf,5,-845.2515,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 13:01:55,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 13:01:55,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,10.0,0.0,Inf,996.6018729,1000.0,0.0,Inf,4,-845.2257,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 13:03:13,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 13:03:13,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,6.0,0.0,Inf,997.7395234,1000.0,0.0,Inf,4,-845.3622,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 13:04:22,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 13:04:22,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,1.0,0.0,Inf,999.5869484,1000.0,0.0,Inf,4,-845.5833,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 13:05:22,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 13:05:22,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,3.0,0.0,Inf,998.8003194,1000.0,0.0,Inf,4,-845.4892,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 13:06:38,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 13:06:38,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,0.1,0.0,Inf,999.9582264,1000.0,0.0,Inf,4,-845.6277,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 13:08:03,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 13:08:03,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,0.01,0.0,Inf,3.0009458,3.0,0.0,Inf,3,-293.2456,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 13:09:14,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 13:09:14,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,0.01,0.0,Inf,5.9982962,6.0,0.0,Inf,3,-303.841,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 13:10:03,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 13:10:03,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,0.01,0.0,Inf,9.9972813,10.0,0.0,Inf,3,-336.1021,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 13:10:55,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 13:10:55,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,0.1,0.0,Inf,1.1584786,1.0,0.0,Inf,3,-409.8092,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 13:12:05,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 13:12:05,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,0.1,0.0,Inf,24.9636812,25.0,0.0,Inf,4,-419.801,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 13:13:05,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 13:13:05,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,0.01,0.0,Inf,24.996389,25.0,0.0,Inf,3,-419.9353,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 13:13:55,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 13:13:55,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,0.01,0.0,Inf,1.0133746,1.0,0.0,Inf,3,-447.5738,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 13:14:50,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 13:14:50,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,0.01,0.0,Inf,49.9960959,50.0,0.0,Inf,3,-494.4099,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 13:15:43,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 13:15:43,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,0.1,0.0,Inf,49.9608518,50.0,0.0,Inf,4,-494.3314,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 13:16:52,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 13:16:52,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,0.01,0.0,Inf,99.9959503,100.0,0.0,Inf,4,-573.237,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 13:17:56,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 13:17:56,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,0.1,0.0,Inf,99.9594575,100.0,0.0,Inf,4,-573.1948,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 13:19:06,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 13:19:06,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,0.01,0.0,Inf,999.9958197,1000.0,0.0,Inf,3,-845.6322,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 13:20:06,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 13:20:06,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,54.3837021,50.0,0.0,Inf,42206.0338384,0.1,0.0,Inf,2,-1294.4072,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 13:21:20,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 13:21:20,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,25.0,0.0,Inf,10.3911577,10.0,0.0,Inf,100,-339.0881,0.739,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 17:07:34,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 17:07:34,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,25.0,0.0,Inf,4.7425064,10.0,0.0,Inf,100,-294.8752,0.506,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-16 20:42:32,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-16 20:42:32,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,25.0,0.0,Inf,5.6980605,10.0,0.0,Inf,100,-301.5043,0.683,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-17 00:05:19,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
real data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,2.491,-1.109,3.125,2.823,0.326,-0.001,,2022-12-17 00:05:19,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
real data,Estimated,4,60,0.8785,0.8785,0.878,0.879,0.0,25.0,0.0,Inf,10.9304216,10.0,0.0,Inf,8,-343.0919,0.0,,,3.146,-0.454,3.78,3.479,0.265,-0.0,,2022-12-17 00:06:46,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-07 15:15:08,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,0.017,0.016,0.015,0.014,-0.002,0.0,,2023-02-07 15:15:08,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,Inf,0.0001,0.0001,Inf,Inf,0.0001,0.0001,Inf,2,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,2023-02-07 15:15:14,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-07 15:15:15,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,-0.012,-0.012,-0.01,-0.009,0.001,0.0,,2023-02-07 15:15:15,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,Inf,0.0001,0.0001,Inf,Inf,0.0001,0.0001,Inf,2,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,2023-02-07 15:15:20,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-07 15:15:20,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,0.002,0.001,0.001,0.001,-0.001,0.0,,2023-02-07 15:15:20,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,Inf,0.0001,0.0001,Inf,Inf,0.0001,0.0001,Inf,2,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,2023-02-07 15:15:24,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-07 15:15:24,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,-0.035,-0.038,-0.036,-0.036,0.002,-0.0,,2023-02-07 15:15:24,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,Inf,0.0001,0.0001,Inf,Inf,0.0001,0.0001,Inf,2,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,2023-02-07 15:15:28,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-07 15:15:28,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,0.042,0.043,0.041,0.041,-0.002,0.0,,2023-02-07 15:15:28,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,Inf,0.0001,0.0001,Inf,Inf,0.0001,0.0001,Inf,2,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,2023-02-07 15:15:32,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-07 15:15:32,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,-2.297,-2.534,-2.618,-2.891,0.028,-0.002,,2023-02-07 15:15:32,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,Inf,0.0001,0.0001,Inf,Inf,0.0001,0.0001,Inf,2,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,2023-02-07 15:15:36,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-07 15:15:36,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,3.824,3.797,4.191,4.44,-0.218,0.003,,2023-02-07 15:15:36,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,Inf,0.0001,0.0001,Inf,Inf,0.0001,0.0001,Inf,2,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,2023-02-07 15:15:40,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
simulated data,Parameters in simulation,4,60,,,,,,,,,,,,,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,2023-02-07 15:15:40,b₀ᵢ and β used to generate simulated data
simulated data,First-pass OLS Estimate,4,60,,,,,,,,,,,,,0,,,,,-0.876,-1.028,-1.048,-1.156,0.192,-0.003,,2023-02-07 15:15:40,This is the first-pass OLS estimate of b₀ᵢ and β using real data (using GLS with the identity matrix).
simulated data,Estimated,4,60,0.8785,0.8785,0.878,0.879,Inf,0.0001,0.0001,Inf,Inf,0.0001,0.0001,Inf,2,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,2023-02-07 15:15:44,Estimated parameters after convergence of the iterative method
,,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,Row intentionally left blank for visual reasons.
